0.000000000000000000e+00,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
1.000000000000000021e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
2.000000000000000042e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
2.999999999999999889e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
4.000000000000000083e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
5.000000000000000278e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
5.999999999999999778e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
7.000000000000000666e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
8.000000000000000167e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
8.999999999999999667e-02,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
1.000000000000000056e-01,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
1.100000000000000006e-01,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
1.199999999999999956e-01,4.724014699459075928e-01,3.754751086235046387e-01,3.354549109935760498e-01,3.391432166099548340e-01,3.580893278121948242e-01,3.444805145263671875e-01,2.895419001579284668e-01,2.471294552087783813e-01,2.064793854951858521e-01,1.956086456775665283e-01
