0.000000000000000000e+00,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
1.000000000000000021e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
2.000000000000000042e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
2.999999999999999889e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
4.000000000000000083e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
5.000000000000000278e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
5.999999999999999778e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
7.000000000000000666e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
8.000000000000000167e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
8.999999999999999667e-02,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
1.000000000000000056e-01,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
1.100000000000000006e-01,1.077504158020019531e-01,7.692043483257293701e-02,4.742026329040527344e-02,4.273986816406250000e-02,3.005626797676086426e-02,2.526360005140304565e-02,1.666888222098350525e-02,1.770096272230148315e-02,1.303631067276000977e-02,2.110952511429786682e-02
1.199999999999999956e-01,1.102853864431381226e-01,7.895986735820770264e-02,4.940736293792724609e-02,4.423911869525909424e-02,3.114440292119979858e-02,2.600379288196563721e-02,1.721283048391342163e-02,1.806509494781494141e-02,1.349380239844322205e-02,2.140499278903007507e-02
1.300000000000000044e-01,1.147473007440567017e-01,8.254954218864440918e-02,5.290491878986358643e-02,4.687801003456115723e-02,3.305967152118682861e-02,2.730662375688552856e-02,1.817025244235992432e-02,1.870602369308471680e-02,1.429904997348785400e-02,2.192506007850170135e-02
1.400000000000000133e-01,1.192092150449752808e-01,8.613921701908111572e-02,5.640247464179992676e-02,4.951690137386322021e-02,3.497494757175445557e-02,2.860946208238601685e-02,1.912767812609672546e-02,1.934695243835449219e-02,1.510429754853248596e-02,2.244512550532817841e-02
1.499999999999999944e-01,1.236711442470550537e-01,8.972890675067901611e-02,5.990006029605865479e-02,5.215580761432647705e-02,3.689023107290267944e-02,2.991230040788650513e-02,2.008510753512382507e-02,1.998788118362426758e-02,1.590954884886741638e-02,2.296519279479980469e-02
