0.000000000000000000e+00,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.000000000000000021e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.000000000000000042e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.999999999999999889e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
4.000000000000000083e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
5.000000000000000278e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
5.999999999999999778e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
7.000000000000000666e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
8.000000000000000167e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
8.999999999999999667e-02,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.000000000000000056e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.100000000000000006e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.199999999999999956e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.300000000000000044e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.400000000000000133e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.499999999999999944e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.600000000000000033e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.700000000000000122e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.799999999999999933e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
1.900000000000000022e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.000000000000000111e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.099999999999999922e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.200000000000000011e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.300000000000000100e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.399999999999999911e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.500000000000000000e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.600000000000000089e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.700000000000000178e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.800000000000000266e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.899999999999999800e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
2.999999999999999889e-01,2.590399980545043945e-01,2.694385945796966553e-01,2.564169764518737793e-01,2.316708266735076904e-01,2.211246341466903687e-01,1.685959100723266602e-01,1.587157398462295532e-01,1.228750273585319519e-01
3.099999999999999978e-01,2.607585489749908447e-01,2.710350155830383301e-01,2.573750615119934082e-01,2.321007698774337769e-01,2.215683907270431519e-01,1.687209457159042358e-01,1.587571352720260620e-01,1.229549795389175415e-01
3.200000000000000067e-01,2.639398574829101562e-01,2.739902734756469727e-01,2.591486871242523193e-01,2.328966856002807617e-01,2.223898470401763916e-01,1.689524054527282715e-01,1.588337868452072144e-01,1.231029778718948364e-01
3.300000000000000155e-01,2.685757279396057129e-01,2.783048748970031738e-01,2.617399096488952637e-01,2.340677380561828613e-01,2.235842198133468628e-01,1.692913919687271118e-01,1.589497178792953491e-01,1.233167350292205811e-01
3.400000000000000244e-01,2.745406031608581543e-01,2.838615179061889648e-01,2.650781571865081787e-01,2.355815470218658447e-01,2.251193523406982422e-01,1.697286367416381836e-01,1.591015756130218506e-01,1.235905811190605164e-01
